stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening D:\School\Info\sokoban\src\Debug\allegro5.cfg r
system   D            wsystem.c:771  _al_win_safe_load_library        [   0.81609] PathFindOnPath found: C:\Windows\system32\d3d9.dll
system   D            wsystem.c:682  load_library_at_path             [   0.81616] Calling LoadLibrary C:\Windows\system32\d3d9.dll
system   I            wsystem.c:685  load_library_at_path             [   0.81625] Loaded C:\Windows\system32\d3d9.dll
d3d      I         d3d_disp.cpp:674  d3d_init_display                 [   0.84207] Render-to-texture: 1
d3d      I         d3d_disp.cpp:1769 d3d_create_display_locked        [   0.84307] faux_fullscreen=0
d3d      D         d3d_disp.cpp:1770 d3d_create_display_locked        [   0.84313] al_display=02918F80
d3d      D         d3d_disp.cpp:1771 d3d_create_display_locked        [   0.84317] al_display->vt=02918EA0
d3d      I d3d_display_formats.cpp:144  _al_d3d_generate_display_format_list [   0.86935] found 288 format combinations
display  D   display_settings.c:212  debug_display_settings           [   0.86943] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.86949] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.86953] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.86959] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.86963] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.86968] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.86972] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.86978] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.86982] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.86987] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.86991] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.86997] Score is : 715
display  D   display_settings.c:212  debug_display_settings           [   0.87001] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87006] Score is : 714
display  D   display_settings.c:212  debug_display_settings           [   0.87010] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87015] Score is : 713
display  D   display_settings.c:212  debug_display_settings           [   0.87020] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87027] Score is : 712
display  D   display_settings.c:212  debug_display_settings           [   0.87030] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87036] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87039] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87044] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87048] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87053] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.87056] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87061] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.87065] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87070] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.87074] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87079] Score is : 715
display  D   display_settings.c:212  debug_display_settings           [   0.87082] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87087] Score is : 714
display  D   display_settings.c:212  debug_display_settings           [   0.87091] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87096] Score is : 713
display  D   display_settings.c:212  debug_display_settings           [   0.87099] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87104] Score is : 712
display  D   display_settings.c:212  debug_display_settings           [   0.87108] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87113] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87116] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87121] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87126] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87131] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.87135] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87141] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.87145] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87150] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.87154] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87160] Score is : 715
display  D   display_settings.c:212  debug_display_settings           [   0.87164] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87169] Score is : 714
display  D   display_settings.c:212  debug_display_settings           [   0.87173] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87179] Score is : 713
display  D   display_settings.c:212  debug_display_settings           [   0.87183] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87188] Score is : 712
display  D   display_settings.c:212  debug_display_settings           [   0.87192] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87197] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87201] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87207] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87211] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87216] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.87220] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87225] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.87229] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87235] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.87240] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87245] Score is : 715
display  D   display_settings.c:212  debug_display_settings           [   0.87249] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87254] Score is : 714
display  D   display_settings.c:212  debug_display_settings           [   0.87258] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87264] Score is : 713
display  D   display_settings.c:212  debug_display_settings           [   0.87268] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87273] Score is : 712
display  D   display_settings.c:212  debug_display_settings           [   0.87277] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87282] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87286] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87292] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87295] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87301] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.87305] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87310] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.87314] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87320] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.87324] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87330] Score is : 715
display  D   display_settings.c:212  debug_display_settings           [   0.87334] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87340] Score is : 714
display  D   display_settings.c:212  debug_display_settings           [   0.87343] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87349] Score is : 713
display  D   display_settings.c:212  debug_display_settings           [   0.87352] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87357] Score is : 712
display  D   display_settings.c:212  debug_display_settings           [   0.87361] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87366] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87369] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87374] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87378] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87383] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.87387] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87391] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.87395] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87400] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.87404] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87409] Score is : 715
display  D   display_settings.c:212  debug_display_settings           [   0.87412] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87425] Score is : 714
display  D   display_settings.c:212  debug_display_settings           [   0.87429] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87435] Score is : 713
display  D   display_settings.c:212  debug_display_settings           [   0.87439] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87444] Score is : 712
display  D   display_settings.c:212  debug_display_settings           [   0.87448] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87454] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87458] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87463] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87467] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87473] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.87478] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87483] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.87487] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87492] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.87496] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87502] Score is : 715
display  D   display_settings.c:212  debug_display_settings           [   0.87506] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87511] Score is : 714
display  D   display_settings.c:212  debug_display_settings           [   0.87515] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87521] Score is : 713
display  D   display_settings.c:212  debug_display_settings           [   0.87525] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87530] Score is : 712
display  D   display_settings.c:212  debug_display_settings           [   0.87540] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87546] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87550] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.87556] Score is : 897
display  D   display_settings.c:212  debug_display_settings           [   0.87560] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87565] Score is : 726
display  D   display_settings.c:212  debug_display_settings           [   0.87569] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87593] Score is : 721
display  D   display_settings.c:212  debug_display_settings           [   0.87607] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87613] Score is : 717
display  D   display_settings.c:212  debug_display_settings           [   0.87617] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87622] Score is : 715
display  D   display_settings.c:212  debug_display_settings           [   0.87628] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87634] Score is : 714
display  D   display_settings.c:212  debug_display_settings           [   0.87638] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87643] Score is : 713
display  D   display_settings.c:212  debug_display_settings           [   0.87647] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.87653] Score is : 712
display  D   display_settings.c:212  debug_display_settings           [   0.87657] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.87662] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87683] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.87689] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87693] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87699] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87703] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87708] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87713] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87718] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87722] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87729] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87733] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87738] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87743] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87748] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87752] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87758] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87762] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.87767] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87771] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.87777] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87781] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87786] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87790] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87795] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87800] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87805] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87809] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87814] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87819] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87824] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87829] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87836] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87841] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87846] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87850] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.87854] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87858] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.87863] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87867] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87872] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87876] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87880] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87884] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87889] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87893] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87898] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87901] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87906] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87910] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87915] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87918] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87923] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87928] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.87934] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87938] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.87943] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87947] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87952] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87956] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87962] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87966] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87972] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87976] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87981] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87985] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.87990] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.87994] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88000] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88004] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88009] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88013] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.88018] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88022] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.88028] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88032] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88040] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88045] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88050] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88055] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88060] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88064] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88069] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88073] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88079] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88083] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88088] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88092] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88097] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88101] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.88107] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88111] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.88117] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88121] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88126] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88130] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88136] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88140] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88145] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88149] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88154] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88158] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.88164] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.88168] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
